SYMBOL,INTERVAL NO. 1,INTERVAL NO. 2,INTERVAL NO. 3,INTERVAL NO. 4,INTERVAL NO. 5,INTERVAL NO. 6,INTERVAL NO. 7,INTERVAL NO. 8,INTERVAL NO. 9,INTERVAL NO. 10,MAX FREQ.
DBREALTY,"(44.0, 46.9, 317)","(46.9, 49.8, 133)","(49.8, 52.7, 326)","(52.7, 55.6, 656)","(55.6, 58.5, 914)","(58.5, 61.4, 364)","(61.4, 64.3, 485)","(64.3, 67.2, 357)","(67.2, 70.1, 99)","(70.1, 73.0, 24)","(55.6, 58.5, 24)"
DBSTOCKBRO,"(8.0, 8.2, 0)","(8.2, 8.4, 0)","(8.4, 8.6, 6)","(8.6, 8.8, 13)","(8.8, 9.0, 6)","(9.0, 9.2, 2)","(9.2, 9.4, 2)","(9.4, 9.6, 2)","(9.6, 9.8, 1)","(9.8, 10.0, 2)","(8.6, 8.8, 2)"
DCAL,"(293.0, 302.3, 87)","(302.3, 311.6, 571)","(311.6, 320.9, 543)","(320.9, 330.2, 327)","(330.2, 339.5, 1026)","(339.5, 348.8, 331)","(348.8, 358.1, 73)","(358.1, 367.4, 59)","(367.4, 376.7, 592)","(376.7, 386.0, 40)","(330.2, 339.5, 40)"
DCBBANK,"(155.0, 160.0, 204)","(160.0, 165.0, 1326)","(165.0, 170.0, 253)","(170.0, 175.0, 265)","(175.0, 180.0, 199)","(180.0, 185.0, 45)","(185.0, 190.0, 66)","(190.0, 195.0, 611)","(195.0, 200.0, 696)","(200.0, 205.0, 87)","(160.0, 165.0, 87)"
DCM,"(85.0, 87.1, 23)","(87.1, 89.2, 101)","(89.2, 91.3, 81)","(91.3, 93.4, 136)","(93.4, 95.5, 315)","(95.5, 97.6, 498)","(97.6, 99.7, 472)","(99.7, 101.8, 445)","(101.8, 103.9, 129)","(103.9, 106.0, 40)","(95.5, 97.6, 40)"
DCMFINSERV,"(2.0, 2.1, 1)","(2.1, 2.2, 13)","(2.2, 2.3, 4)","(2.3, 2.4, 4)","(2.4, 2.5, 2)","(2.5, 2.6, 2)","(2.6, 2.7, 11)","(2.7, 2.8, 0)","(2.8, 2.9, 0)","(2.9, 3.0, 0)","(2.1, 2.2, 0)"
DCMSHRIRAM,"(241.0, 274.8, 322)","(274.8, 308.6, 273)","(308.6, 342.4, 263)","(342.4, 376.2, 46)","(376.2, 410.0, 179)","(410.0, 443.8, 706)","(443.8, 477.6, 1136)","(477.6, 511.4, 328)","(511.4, 545.2, 170)","(545.2, 579.0, 323)","(443.8, 477.6, 323)"
DCW,"(29.0, 29.9, 33)","(29.9, 30.8, 108)","(30.8, 31.7, 322)","(31.7, 32.6, 505)","(32.6, 33.5, 204)","(33.5, 34.4, 695)","(34.4, 35.3, 828)","(35.3, 36.2, 434)","(36.2, 37.1, 229)","(37.1, 38.0, 207)","(34.4, 35.3, 207)"
DECCANCE,"(479.0, 488.9, 49)","(488.9, 498.8, 92)","(498.8, 508.7, 212)","(508.7, 518.6, 449)","(518.6, 528.5, 254)","(528.5, 538.4, 124)","(538.4, 548.3, 131)","(548.3, 558.2, 101)","(558.2, 568.1, 52)","(568.1, 578.0, 60)","(508.7, 518.6, 60)"
DEEPAKFERT,"(284.0, 295.3, 195)","(295.3, 306.6, 265)","(306.6, 317.9, 433)","(317.9, 329.2, 659)","(329.2, 340.5, 680)","(340.5, 351.8, 392)","(351.8, 363.1, 366)","(363.1, 374.4, 359)","(374.4, 385.7, 220)","(385.7, 397.0, 165)","(329.2, 340.5, 165)"
DEEPAKNTR,"(231.0, 236.1, 95)","(236.1, 241.2, 170)","(241.2, 246.3, 192)","(246.3, 251.4, 691)","(251.4, 256.5, 997)","(256.5, 261.6, 1001)","(261.6, 266.7, 204)","(266.7, 271.8, 294)","(271.8, 276.9, 81)","(276.9, 282.0, 5)","(256.5, 261.6, 5)"
DEEPIND,"(145.0, 149.8, 351)","(149.8, 154.6, 604)","(154.6, 159.4, 479)","(159.4, 164.2, 560)","(164.2, 169.0, 393)","(169.0, 173.8, 770)","(173.8, 178.6, 181)","(178.6, 183.4, 39)","(183.4, 188.2, 131)","(188.2, 193.0, 145)","(169.0, 173.8, 145)"
DELTACORP,"(221.0, 234.7, 83)","(234.7, 248.4, 333)","(248.4, 262.1, 330)","(262.1, 275.8, 541)","(275.8, 289.5, 1077)","(289.5, 303.2, 461)","(303.2, 316.9, 379)","(316.9, 330.6, 257)","(330.6, 344.3, 126)","(344.3, 358.0, 164)","(275.8, 289.5, 164)"
DELTAMAGNT,"(51.0, 52.6, 1)","(52.6, 54.2, 0)","(54.2, 55.8, 7)","(55.8, 57.4, 10)","(57.4, 59.0, 22)","(59.0, 60.6, 57)","(60.6, 62.2, 17)","(62.2, 63.8, 19)","(63.8, 65.4, 2)","(65.4, 67.0, 1)","(59.0, 60.6, 1)"
DEN,"(85.0, 87.8, 116)","(87.8, 90.6, 148)","(90.6, 93.4, 440)","(93.4, 96.2, 385)","(96.2, 99.0, 232)","(99.0, 101.8, 554)","(101.8, 104.6, 830)","(104.6, 107.4, 652)","(107.4, 110.2, 267)","(110.2, 113.0, 81)","(101.8, 104.6, 81)"
DENABANK,"(16.0, 16.6, 0)","(16.6, 17.2, 33)","(17.2, 17.8, 41)","(17.8, 18.4, 200)","(18.4, 19.0, 894)","(19.0, 19.6, 1261)","(19.6, 20.2, 746)","(20.2, 20.8, 506)","(20.8, 21.4, 50)","(21.4, 22.0, 21)","(19.0, 19.6, 21)"
DENORA,"(406.0, 422.2, 88)","(422.2, 438.4, 320)","(438.4, 454.6, 668)","(454.6, 470.8, 370)","(470.8, 487.0, 179)","(487.0, 503.2, 165)","(503.2, 519.4, 172)","(519.4, 535.6, 71)","(535.6, 551.8, 143)","(551.8, 568.0, 18)","(438.4, 454.6, 18)"
DFMFOODS,"(1394.0, 1429.5, 237)","(1429.5, 1465.0, 266)","(1465.0, 1500.5, 383)","(1500.5, 1536.0, 109)","(1536.0, 1571.5, 19)","(1571.5, 1607.0, 56)","(1607.0, 1642.5, 58)","(1642.5, 1678.0, 110)","(1678.0, 1713.5, 55)","(1713.5, 1749.0, 42)","(1465.0, 1500.5, 42)"
DHAMPURSUG,"(83.0, 94.2, 847)","(94.2, 105.4, 414)","(105.4, 116.6, 242)","(116.6, 127.8, 105)","(127.8, 139.0, 563)","(139.0, 150.2, 579)","(150.2, 161.4, 495)","(161.4, 172.6, 211)","(172.6, 183.8, 74)","(183.8, 195.0, 221)","(83.0, 94.2, 221)"
DHANBANK,"(20.0, 20.5, 34)","(20.5, 21.0, 247)","(21.0, 21.5, 562)","(21.5, 22.0, 989)","(22.0, 22.5, 577)","(22.5, 23.0, 726)","(23.0, 23.5, 403)","(23.5, 24.0, 50)","(24.0, 24.5, 10)","(24.5, 25.0, 0)","(21.5, 22.0, 0)"
DHANUKA,"(537.0, 547.1, 91)","(547.1, 557.2, 179)","(557.2, 567.3, 65)","(567.3, 577.4, 137)","(577.4, 587.5, 521)","(587.5, 597.6, 1287)","(597.6, 607.7, 607)","(607.7, 617.8, 201)","(617.8, 627.9, 197)","(627.9, 638.0, 72)","(587.5, 597.6, 72)"
DHARSUGAR,"(14.0, 15.3, 55)","(15.3, 16.6, 204)","(16.6, 17.9, 614)","(17.9, 19.2, 428)","(19.2, 20.5, 156)","(20.5, 21.8, 101)","(21.8, 23.1, 305)","(23.1, 24.4, 122)","(24.4, 25.7, 26)","(25.7, 27.0, 2)","(16.6, 17.9, 2)"
DHFL,"(482.0, 501.8, 277)","(501.8, 521.6, 769)","(521.6, 541.4, 984)","(541.4, 561.2, 260)","(561.2, 581.0, 101)","(581.0, 600.8, 374)","(600.8, 620.6, 97)","(620.6, 640.4, 775)","(640.4, 660.2, 113)","(660.2, 680.0, 14)","(521.6, 541.4, 14)"
DHUNINV,"(362.0, 368.2, 19)","(368.2, 374.4, 67)","(374.4, 380.6, 94)","(380.6, 386.8, 159)","(386.8, 393.0, 155)","(393.0, 399.2, 182)","(399.2, 405.4, 199)","(405.4, 411.6, 61)","(411.6, 417.8, 33)","(417.8, 424.0, 13)","(399.2, 405.4, 13)"
DIAMONDYD,"(1204.0, 1229.3, 315)","(1229.3, 1254.6, 113)","(1254.6, 1279.9, 103)","(1279.9, 1305.2, 407)","(1305.2, 1330.5, 501)","(1330.5, 1355.8, 513)","(1355.8, 1381.1, 344)","(1381.1, 1406.4, 316)","(1406.4, 1431.7, 233)","(1431.7, 1457.0, 17)","(1330.5, 1355.8, 17)"
DIAPOWER,"(2.0, 3.2, 308)","(3.2, 4.4, 257)","(4.4, 5.6, 220)","(5.6, 6.8, 357)","(6.8, 8.0, 321)","(8.0, 9.2, 214)","(9.2, 10.4, 82)","(10.4, 11.6, 222)","(11.6, 12.8, 595)","(12.8, 14.0, 255)","(11.6, 12.8, 255)"
DICIND,"(431.0, 440.4, 23)","(440.4, 449.8, 40)","(449.8, 459.2, 59)","(459.2, 468.6, 113)","(468.6, 478.0, 215)","(478.0, 487.4, 212)","(487.4, 496.8, 223)","(496.8, 506.2, 48)","(506.2, 515.6, 23)","(515.6, 525.0, 41)","(487.4, 496.8, 41)"
DIGJAMLTD,"(8.0, 8.5, 0)","(8.5, 9.0, 251)","(9.0, 9.5, 389)","(9.5, 10.0, 223)","(10.0, 10.5, 447)","(10.5, 11.0, 548)","(11.0, 11.5, 538)","(11.5, 12.0, 127)","(12.0, 12.5, 1)","(12.5, 13.0, 0)","(10.5, 11.0, 0)"
DISHTV,"(64.0, 65.8, 46)","(65.8, 67.6, 692)","(67.6, 69.4, 150)","(69.4, 71.2, 349)","(71.2, 73.0, 799)","(73.0, 74.8, 469)","(74.8, 76.6, 620)","(76.6, 78.4, 340)","(78.4, 80.2, 252)","(80.2, 82.0, 36)","(71.2, 73.0, 36)"
DIVISLAB,"(983.0, 1007.0, 251)","(1007.0, 1031.0, 396)","(1031.0, 1055.0, 228)","(1055.0, 1079.0, 137)","(1079.0, 1103.0, 583)","(1103.0, 1127.0, 386)","(1127.0, 1151.0, 228)","(1151.0, 1175.0, 330)","(1175.0, 1199.0, 1000)","(1199.0, 1223.0, 219)","(1175.0, 1199.0, 219)"
DIXON,"(3134.0, 3214.1, 105)","(3214.1, 3294.2, 386)","(3294.2, 3374.3, 226)","(3374.3, 3454.4, 700)","(3454.4, 3534.5, 1087)","(3534.5, 3614.6, 428)","(3614.6, 3694.7, 709)","(3694.7, 3774.8, 56)","(3774.8, 3854.9, 1)","(3854.9, 3935.0, 3)","(3454.4, 3534.5, 3)"
DLF,"(198.0, 201.2, 77)","(201.2, 204.4, 276)","(204.4, 207.6, 371)","(207.6, 210.8, 271)","(210.8, 214.0, 485)","(214.0, 217.2, 1065)","(217.2, 220.4, 298)","(220.4, 223.6, 519)","(223.6, 226.8, 305)","(226.8, 230.0, 92)","(214.0, 217.2, 92)"
DLINKINDIA,"(81.0, 84.3, 271)","(84.3, 87.6, 220)","(87.6, 90.9, 104)","(90.9, 94.2, 150)","(94.2, 97.5, 226)","(97.5, 100.8, 637)","(100.8, 104.1, 320)","(104.1, 107.4, 850)","(107.4, 110.7, 466)","(110.7, 114.0, 83)","(104.1, 107.4, 83)"
DMART,"(1278.0, 1303.7, 257)","(1303.7, 1329.4, 421)","(1329.4, 1355.1, 597)","(1355.1, 1380.8, 457)","(1380.8, 1406.5, 97)","(1406.5, 1432.2, 141)","(1432.2, 1457.9, 220)","(1457.9, 1483.6, 736)","(1483.6, 1509.3, 789)","(1509.3, 1535.0, 45)","(1483.6, 1509.3, 45)"
DNAMEDIA,"(7.0, 7.4, 0)","(7.4, 7.8, 208)","(7.8, 8.2, 699)","(8.2, 8.6, 489)","(8.6, 9.0, 396)","(9.0, 9.4, 117)","(9.4, 9.8, 52)","(9.8, 10.2, 5)","(10.2, 10.6, 4)","(10.6, 11.0, 0)","(7.8, 8.2, 0)"
DOLLAR,"(385.0, 394.3, 236)","(394.3, 403.6, 487)","(403.6, 412.9, 90)","(412.9, 422.2, 527)","(422.2, 431.5, 302)","(431.5, 440.8, 376)","(440.8, 450.1, 280)","(450.1, 459.4, 121)","(459.4, 468.7, 55)","(468.7, 478.0, 24)","(412.9, 422.2, 24)"
DOLPHINOFF,"(76.0, 78.4, 66)","(78.4, 80.8, 238)","(80.8, 83.2, 309)","(83.2, 85.6, 415)","(85.6, 88.0, 555)","(88.0, 90.4, 422)","(90.4, 92.8, 191)","(92.8, 95.2, 753)","(95.2, 97.6, 613)","(97.6, 100.0, 42)","(92.8, 95.2, 42)"
DONEAR,"(47.0, 48.7, 71)","(48.7, 50.4, 170)","(50.4, 52.1, 246)","(52.1, 53.8, 307)","(53.8, 55.5, 182)","(55.5, 57.2, 246)","(57.2, 58.9, 127)","(58.9, 60.6, 266)","(60.6, 62.3, 201)","(62.3, 64.0, 45)","(52.1, 53.8, 45)"
DPL,"(128.0, 132.0, 205)","(132.0, 136.0, 119)","(136.0, 140.0, 257)","(140.0, 144.0, 491)","(144.0, 148.0, 613)","(148.0, 152.0, 424)","(152.0, 156.0, 115)","(156.0, 160.0, 271)","(160.0, 164.0, 227)","(164.0, 168.0, 17)","(144.0, 148.0, 17)"
DPSCLTD,"(26.0, 26.5, 7)","(26.5, 27.0, 51)","(27.0, 27.5, 368)","(27.5, 28.0, 428)","(28.0, 28.5, 205)","(28.5, 29.0, 75)","(29.0, 29.5, 40)","(29.5, 30.0, 25)","(30.0, 30.5, 4)","(30.5, 31.0, 1)","(27.5, 28.0, 1)"
DQE,"(10.0, 10.6, 0)","(10.6, 11.2, 28)","(11.2, 11.8, 118)","(11.8, 12.4, 140)","(12.4, 13.0, 165)","(13.0, 13.6, 243)","(13.6, 14.2, 145)","(14.2, 14.8, 70)","(14.8, 15.4, 9)","(15.4, 16.0, 0)","(13.0, 13.6, 0)"
DREDGECORP,"(582.0, 596.2, 369)","(596.2, 610.4, 570)","(610.4, 624.6, 600)","(624.6, 638.8, 919)","(638.8, 653.0, 245)","(653.0, 667.2, 472)","(667.2, 681.4, 270)","(681.4, 695.6, 268)","(695.6, 709.8, 32)","(709.8, 724.0, 5)","(624.6, 638.8, 5)"
DRREDDY,"(1969.0, 1998.8, 60)","(1998.8, 2028.6, 96)","(2028.6, 2058.4, 79)","(2058.4, 2088.2, 486)","(2088.2, 2118.0, 1086)","(2118.0, 2147.8, 986)","(2147.8, 2177.6, 406)","(2177.6, 2207.4, 329)","(2207.4, 2237.2, 156)","(2237.2, 2267.0, 75)","(2088.2, 2118.0, 75)"
DSSL,"(34.0, 35.4, 37)","(35.4, 36.8, 76)","(36.8, 38.2, 95)","(38.2, 39.6, 255)","(39.6, 41.0, 349)","(41.0, 42.4, 130)","(42.4, 43.8, 212)","(43.8, 45.2, 91)","(45.2, 46.6, 56)","(46.6, 48.0, 14)","(39.6, 41.0, 14)"
DTIL,"(272.0, 278.6, 95)","(278.6, 285.2, 152)","(285.2, 291.8, 220)","(291.8, 298.4, 325)","(298.4, 305.0, 273)","(305.0, 311.6, 141)","(311.6, 318.2, 38)","(318.2, 324.8, 16)","(324.8, 331.4, 84)","(331.4, 338.0, 10)","(291.8, 298.4, 10)"
DUCON,"(27.0, 28.0, 97)","(28.0, 29.0, 312)","(29.0, 30.0, 449)","(30.0, 31.0, 710)","(31.0, 32.0, 693)","(32.0, 33.0, 402)","(33.0, 34.0, 182)","(34.0, 35.0, 160)","(35.0, 36.0, 10)","(36.0, 37.0, 13)","(30.0, 31.0, 13)"
DWARKESH,"(19.0, 20.9, 74)","(20.9, 22.8, 133)","(22.8, 24.7, 846)","(24.7, 26.6, 1300)","(26.6, 28.5, 608)","(28.5, 30.4, 453)","(30.4, 32.3, 44)","(32.3, 34.2, 36)","(34.2, 36.1, 100)","(36.1, 38.0, 151)","(24.7, 26.6, 151)"
DYNAMATECH,"(1625.0, 1670.0, 85)","(1670.0, 1715.0, 340)","(1715.0, 1760.0, 293)","(1760.0, 1805.0, 250)","(1805.0, 1850.0, 307)","(1850.0, 1895.0, 383)","(1895.0, 1940.0, 296)","(1940.0, 1985.0, 92)","(1985.0, 2030.0, 105)","(2030.0, 2075.0, 10)","(1850.0, 1895.0, 10)"
DYNPRO,"(164.0, 168.8, 16)","(168.8, 173.6, 44)","(173.6, 178.4, 150)","(178.4, 183.2, 598)","(183.2, 188.0, 453)","(188.0, 192.8, 507)","(192.8, 197.6, 397)","(197.6, 202.4, 152)","(202.4, 207.2, 318)","(207.2, 212.0, 87)","(178.4, 183.2, 87)"
EASTSILK,"(3.0, 3.2, 0)","(3.2, 3.4, 40)","(3.4, 3.6, 221)","(3.6, 3.8, 396)","(3.8, 4.0, 291)","(4.0, 4.2, 208)","(4.2, 4.4, 223)","(4.4, 4.6, 72)","(4.6, 4.8, 71)","(4.8, 5.0, 1)","(3.6, 3.8, 1)"
EASUNREYRL,"(13.0, 14.2, 53)","(14.2, 15.4, 126)","(15.4, 16.6, 146)","(16.6, 17.8, 144)","(17.8, 19.0, 86)","(19.0, 20.2, 175)","(20.2, 21.4, 74)","(21.4, 22.6, 110)","(22.6, 23.8, 47)","(23.8, 25.0, 37)","(19.0, 20.2, 37)"
ECEIND,"(276.0, 298.8, 43)","(298.8, 321.6, 170)","(321.6, 344.4, 158)","(344.4, 367.2, 79)","(367.2, 390.0, 86)","(390.0, 412.8, 78)","(412.8, 435.6, 50)","(435.6, 458.4, 150)","(458.4, 481.2, 111)","(481.2, 504.0, 23)","(298.8, 321.6, 23)"
ECLERX,"(1169.0, 1193.4, 109)","(1193.4, 1217.8, 429)","(1217.8, 1242.2, 303)","(1242.2, 1266.6, 417)","(1266.6, 1291.0, 315)","(1291.0, 1315.4, 132)","(1315.4, 1339.8, 785)","(1339.8, 1364.2, 543)","(1364.2, 1388.6, 312)","(1388.6, 1413.0, 90)","(1315.4, 1339.8, 90)"
EDELWEISS,"(226.0, 233.9, 103)","(233.9, 241.8, 123)","(241.8, 249.7, 285)","(249.7, 257.6, 480)","(257.6, 265.5, 596)","(265.5, 273.4, 918)","(273.4, 281.3, 421)","(281.3, 289.2, 553)","(289.2, 297.1, 202)","(297.1, 305.0, 72)","(265.5, 273.4, 72)"
EDL,"(27.0, 28.7, 18)","(28.7, 30.4, 111)","(30.4, 32.1, 263)","(32.1, 33.8, 411)","(33.8, 35.5, 462)","(35.5, 37.2, 103)","(37.2, 38.9, 44)","(38.9, 40.6, 30)","(40.6, 42.3, 60)","(42.3, 44.0, 32)","(33.8, 35.5, 32)"
EDUCOMP,"(3.0, 3.4, 0)","(3.4, 3.8, 41)","(3.8, 4.2, 470)","(4.2, 4.6, 475)","(4.6, 5.0, 273)","(5.0, 5.4, 369)","(5.4, 5.8, 122)","(5.8, 6.2, 122)","(6.2, 6.6, 48)","(6.6, 7.0, 0)","(4.2, 4.6, 0)"
EICHERMOT,"(26882.0, 27417.5, 67)","(27417.5, 27953.0, 702)","(27953.0, 28488.5, 556)","(28488.5, 29024.0, 383)","(29024.0, 29559.5, 162)","(29559.5, 30095.0, 377)","(30095.0, 30630.5, 242)","(30630.5, 31166.0, 894)","(31166.0, 31701.5, 278)","(31701.5, 32237.0, 94)","(30630.5, 31166.0, 94)"
EIDPARRY,"(248.0, 255.4, 98)","(255.4, 262.8, 139)","(262.8, 270.2, 463)","(270.2, 277.6, 1095)","(277.6, 285.0, 847)","(285.0, 292.4, 182)","(292.4, 299.8, 350)","(299.8, 307.2, 256)","(307.2, 314.6, 187)","(314.6, 322.0, 89)","(270.2, 277.6, 89)"
EIHAHOTELS,"(457.0, 480.4, 288)","(480.4, 503.8, 589)","(503.8, 527.2, 595)","(527.2, 550.6, 314)","(550.6, 574.0, 167)","(574.0, 597.4, 700)","(597.4, 620.8, 546)","(620.8, 644.2, 115)","(644.2, 667.6, 42)","(667.6, 691.0, 8)","(574.0, 597.4, 8)"
EIHOTEL,"(156.0, 161.7, 359)","(161.7, 167.4, 851)","(167.4, 173.1, 1033)","(173.1, 178.8, 455)","(178.8, 184.5, 201)","(184.5, 190.2, 404)","(190.2, 195.9, 241)","(195.9, 201.6, 78)","(201.6, 207.3, 54)","(207.3, 213.0, 12)","(167.4, 173.1, 12)"
EIMCOELECO,"(388.0, 398.8, 3)","(398.8, 409.6, 26)","(409.6, 420.4, 113)","(420.4, 431.2, 210)","(431.2, 442.0, 212)","(442.0, 452.8, 241)","(452.8, 463.6, 97)","(463.6, 474.4, 134)","(474.4, 485.2, 75)","(485.2, 496.0, 16)","(442.0, 452.8, 16)"
EKC,"(39.0, 41.0, 64)","(41.0, 43.0, 209)","(43.0, 45.0, 442)","(45.0, 47.0, 686)","(47.0, 49.0, 594)","(49.0, 51.0, 511)","(51.0, 53.0, 468)","(53.0, 55.0, 494)","(55.0, 57.0, 174)","(57.0, 59.0, 79)","(45.0, 47.0, 79)"
ELAND,"(9.0, 9.8, 59)","(9.8, 10.6, 123)","(10.6, 11.4, 75)","(11.4, 12.2, 140)","(12.2, 13.0, 158)","(13.0, 13.8, 135)","(13.8, 14.6, 75)","(14.6, 15.4, 144)","(15.4, 16.2, 53)","(16.2, 17.0, 1)","(12.2, 13.0, 1)"
ELECON,"(69.0, 71.4, 196)","(71.4, 73.8, 132)","(73.8, 76.2, 298)","(76.2, 78.6, 188)","(78.6, 81.0, 792)","(81.0, 83.4, 945)","(83.4, 85.8, 750)","(85.8, 88.2, 299)","(88.2, 90.6, 65)","(90.6, 93.0, 14)","(81.0, 83.4, 14)"
ELECTCAST,"(24.0, 25.1, 125)","(25.1, 26.2, 170)","(26.2, 27.3, 231)","(27.3, 28.4, 726)","(28.4, 29.5, 733)","(29.5, 30.6, 832)","(30.6, 31.7, 614)","(31.7, 32.8, 89)","(32.8, 33.9, 10)","(33.9, 35.0, 5)","(29.5, 30.6, 5)"
ELECTHERM,"(128.0, 133.9, 121)","(133.9, 139.8, 211)","(139.8, 145.7, 126)","(145.7, 151.6, 123)","(151.6, 157.5, 356)","(157.5, 163.4, 452)","(163.4, 169.3, 320)","(169.3, 175.2, 136)","(175.2, 181.1, 5)","(181.1, 187.0, 10)","(157.5, 163.4, 10)"
ELGIEQUIP,"(239.0, 247.7, 55)","(247.7, 256.4, 173)","(256.4, 265.1, 368)","(265.1, 273.8, 365)","(273.8, 282.5, 677)","(282.5, 291.2, 914)","(291.2, 299.9, 241)","(299.9, 308.6, 112)","(308.6, 317.3, 109)","(317.3, 326.0, 0)","(282.5, 291.2, 0)"
ELGIRUBCO,"(38.0, 38.7, 4)","(38.7, 39.4, 105)","(39.4, 40.1, 202)","(40.1, 40.8, 154)","(40.8, 41.5, 222)","(41.5, 42.2, 375)","(42.2, 42.9, 245)","(42.9, 43.6, 127)","(43.6, 44.3, 68)","(44.3, 45.0, 71)","(41.5, 42.2, 71)"
EMAMIINFRA,"(239.0, 247.6, 5)","(247.6, 256.2, 230)","(256.2, 264.8, 367)","(264.8, 273.4, 323)","(273.4, 282.0, 227)","(282.0, 290.6, 797)","(290.6, 299.2, 655)","(299.2, 307.8, 568)","(307.8, 316.4, 313)","(316.4, 325.0, 81)","(282.0, 290.6, 81)"
EMAMILTD,"(1005.0, 1024.5, 214)","(1024.5, 1044.0, 298)","(1044.0, 1063.5, 642)","(1063.5, 1083.0, 509)","(1083.0, 1102.5, 676)","(1102.5, 1122.0, 455)","(1122.0, 1141.5, 708)","(1141.5, 1161.0, 211)","(1161.0, 1180.5, 26)","(1180.5, 1200.0, 3)","(1122.0, 1141.5, 3)"
EMCO,"(8.0, 9.0, 47)","(9.0, 10.0, 109)","(10.0, 11.0, 557)","(11.0, 12.0, 220)","(12.0, 13.0, 797)","(13.0, 14.0, 110)","(14.0, 15.0, 141)","(15.0, 16.0, 240)","(16.0, 17.0, 219)","(17.0, 18.0, 153)","(12.0, 13.0, 153)"
EMKAY,"(140.0, 145.5, 70)","(145.5, 151.0, 176)","(151.0, 156.5, 553)","(156.5, 162.0, 441)","(162.0, 167.5, 706)","(167.5, 173.0, 536)","(173.0, 178.5, 363)","(178.5, 184.0, 84)","(184.0, 189.5, 104)","(189.5, 195.0, 123)","(162.0, 167.5, 123)"
EMMBI,"(160.0, 164.0, 15)","(164.0, 168.0, 43)","(168.0, 172.0, 217)","(172.0, 176.0, 470)","(176.0, 180.0, 202)","(180.0, 184.0, 515)","(184.0, 188.0, 109)","(188.0, 192.0, 223)","(192.0, 196.0, 433)","(196.0, 200.0, 55)","(180.0, 184.0, 55)"
ENDURANCE,"(1152.0, 1178.8, 181)","(1178.8, 1205.6, 546)","(1205.6, 1232.4, 289)","(1232.4, 1259.2, 625)","(1259.2, 1286.0, 626)","(1286.0, 1312.8, 638)","(1312.8, 1339.6, 498)","(1339.6, 1366.4, 225)","(1366.4, 1393.2, 23)","(1393.2, 1420.0, 60)","(1286.0, 1312.8, 60)"
ENERGYDEV,"(17.0, 18.0, 38)","(18.0, 19.0, 305)","(19.0, 20.0, 318)","(20.0, 21.0, 269)","(21.0, 22.0, 408)","(22.0, 23.0, 443)","(23.0, 24.0, 389)","(24.0, 25.0, 145)","(25.0, 26.0, 36)","(26.0, 27.0, 32)","(22.0, 23.0, 32)"
ENGINERSIN,"(147.0, 149.8, 70)","(149.8, 152.6, 169)","(152.6, 155.4, 831)","(155.4, 158.2, 892)","(158.2, 161.0, 278)","(161.0, 163.8, 685)","(163.8, 166.6, 433)","(166.6, 169.4, 213)","(169.4, 172.2, 101)","(172.2, 175.0, 80)","(155.4, 158.2, 80)"
ENIL,"(635.0, 647.8, 21)","(647.8, 660.6, 105)","(660.6, 673.4, 180)","(673.4, 686.2, 249)","(686.2, 699.0, 375)","(699.0, 711.8, 667)","(711.8, 724.6, 283)","(724.6, 737.4, 16)","(737.4, 750.2, 1)","(750.2, 763.0, 1)","(699.0, 711.8, 1)"
EON,"(71.0, 73.5, 58)","(73.5, 76.0, 256)","(76.0, 78.5, 161)","(78.5, 81.0, 227)","(81.0, 83.5, 452)","(83.5, 86.0, 365)","(86.0, 88.5, 225)","(88.5, 91.0, 145)","(91.0, 93.5, 172)","(93.5, 96.0, 71)","(81.0, 83.5, 71)"
EQUITAS,"(137.0, 140.5, 262)","(140.5, 144.0, 782)","(144.0, 147.5, 514)","(147.5, 151.0, 622)","(151.0, 154.5, 650)","(154.5, 158.0, 241)","(158.0, 161.5, 37)","(161.5, 165.0, 159)","(165.0, 168.5, 325)","(168.5, 172.0, 163)","(140.5, 144.0, 163)"
EQUITAS,"(137.0, 140.5, 262)","(140.5, 144.0, 782)","(144.0, 147.5, 514)","(147.5, 151.0, 622)","(151.0, 154.5, 650)","(154.5, 158.0, 241)","(158.0, 161.5, 37)","(161.5, 165.0, 159)","(165.0, 168.5, 325)","(168.5, 172.0, 163)","(140.5, 144.0, 163)"
ERIS,"(715.0, 728.4, 36)","(728.4, 741.8, 255)","(741.8, 755.2, 164)","(755.2, 768.6, 202)","(768.6, 782.0, 479)","(782.0, 795.4, 702)","(795.4, 808.8, 1043)","(808.8, 822.2, 432)","(822.2, 835.6, 136)","(835.6, 849.0, 28)","(795.4, 808.8, 28)"
EROSMEDIA,"(137.0, 143.6, 68)","(143.6, 150.2, 44)","(150.2, 156.8, 59)","(156.8, 163.4, 111)","(163.4, 170.0, 810)","(170.0, 176.6, 947)","(176.6, 183.2, 1216)","(183.2, 189.8, 194)","(189.8, 196.4, 152)","(196.4, 203.0, 146)","(176.6, 183.2, 146)"
ESABINDIA,"(657.0, 673.4, 115)","(673.4, 689.8, 189)","(689.8, 706.2, 228)","(706.2, 722.6, 505)","(722.6, 739.0, 358)","(739.0, 755.4, 145)","(755.4, 771.8, 236)","(771.8, 788.2, 188)","(788.2, 804.6, 129)","(804.6, 821.0, 21)","(706.2, 722.6, 21)"
