SYMBOL,INTERVAL NO. 1,INTERVAL NO. 2,INTERVAL NO. 3,INTERVAL NO. 4,INTERVAL NO. 5,INTERVAL NO. 6,INTERVAL NO. 7,INTERVAL NO. 8,INTERVAL NO. 9,INTERVAL NO. 10,MAX FREQ.
GODREJCP,"(1044.0, 1055.2, 49)","(1055.2, 1066.4, 130)","(1066.4, 1077.6, 373)","(1077.6, 1088.8, 1280)","(1088.8, 1100.0, 688)","(1100.0, 1111.2, 398)","(1111.2, 1122.4, 273)","(1122.4, 1133.6, 398)","(1133.6, 1144.8, 62)","(1144.8, 1156.0, 54)","(1077.6, 1088.8, 1280)"
GODREJIND,"(519.0, 530.3, 151)","(530.3, 541.6, 270)","(541.6, 552.9, 1095)","(552.9, 564.2, 360)","(564.2, 575.5, 142)","(575.5, 586.8, 490)","(586.8, 598.1, 674)","(598.1, 609.4, 376)","(609.4, 620.7, 97)","(620.7, 632.0, 49)","(541.6, 552.9, 1095)"
GODREJPROP,"(715.0, 735.3, 1236)","(735.3, 755.6, 574)","(755.6, 775.9, 345)","(775.9, 796.2, 347)","(796.2, 816.5, 643)","(816.5, 836.8, 179)","(836.8, 857.1, 127)","(857.1, 877.4, 131)","(877.4, 897.7, 99)","(897.7, 918.0, 15)","(715.0, 735.3, 1236)"
GRANULES,"(91.0, 93.5, 62)","(93.5, 96.0, 178)","(96.0, 98.5, 103)","(98.5, 101.0, 226)","(101.0, 103.5, 176)","(103.5, 106.0, 392)","(106.0, 108.5, 1363)","(108.5, 111.0, 857)","(111.0, 113.5, 243)","(113.5, 116.0, 105)","(106.0, 108.5, 1363)"
GRAPHITE,"(628.0, 646.6, 56)","(646.6, 665.2, 225)","(665.2, 683.8, 274)","(683.8, 702.4, 472)","(702.4, 721.0, 1023)","(721.0, 739.6, 539)","(739.6, 758.2, 478)","(758.2, 776.8, 447)","(776.8, 795.4, 170)","(795.4, 814.0, 27)","(702.4, 721.0, 1023)"
GRASIM,"(1050.0, 1060.1, 140)","(1060.1, 1070.2, 359)","(1070.2, 1080.3, 468)","(1080.3, 1090.4, 931)","(1090.4, 1100.5, 848)","(1100.5, 1110.6, 626)","(1110.6, 1120.7, 147)","(1120.7, 1130.8, 92)","(1130.8, 1140.9, 31)","(1140.9, 1151.0, 72)","(1080.3, 1090.4, 931)"
GESHIP,"(326.0, 332.5, 400)","(332.5, 339.0, 311)","(339.0, 345.5, 747)","(345.5, 352.0, 614)","(352.0, 358.5, 531)","(358.5, 365.0, 471)","(365.0, 371.5, 153)","(371.5, 378.0, 155)","(378.0, 384.5, 93)","(384.5, 391.0, 3)","(339.0, 345.5, 747)"
GREAVESCOT,"(113.0, 116.3, 380)","(116.3, 119.6, 700)","(119.6, 122.9, 1090)","(122.9, 126.2, 550)","(126.2, 129.5, 236)","(129.5, 132.8, 133)","(132.8, 136.1, 124)","(136.1, 139.4, 200)","(139.4, 142.7, 236)","(142.7, 146.0, 59)","(119.6, 122.9, 1090)"
GREENPLY,"(286.0, 293.4, 123)","(293.4, 300.8, 267)","(300.8, 308.2, 405)","(308.2, 315.6, 847)","(315.6, 323.0, 861)","(323.0, 330.4, 631)","(330.4, 337.8, 280)","(337.8, 345.2, 47)","(345.2, 352.6, 0)","(352.6, 360.0, 1)","(315.6, 323.0, 861)"
GRUH,"(529.0, 548.0, 578)","(548.0, 567.0, 671)","(567.0, 586.0, 56)","(586.0, 605.0, 506)","(605.0, 624.0, 172)","(624.0, 643.0, 220)","(643.0, 662.0, 297)","(662.0, 681.0, 770)","(681.0, 700.0, 374)","(700.0, 719.0, 61)","(662.0, 681.0, 770)"
GUJALKALI,"(648.0, 662.5, 68)","(662.5, 677.0, 120)","(677.0, 691.5, 158)","(691.5, 706.0, 485)","(706.0, 720.5, 1053)","(720.5, 735.0, 377)","(735.0, 749.5, 473)","(749.5, 764.0, 398)","(764.0, 778.5, 390)","(778.5, 793.0, 122)","(706.0, 720.5, 1053)"
GUJFLUORO,"(752.0, 765.2, 125)","(765.2, 778.4, 374)","(778.4, 791.6, 568)","(791.6, 804.8, 174)","(804.8, 818.0, 360)","(818.0, 831.2, 257)","(831.2, 844.4, 230)","(844.4, 857.6, 576)","(857.6, 870.8, 488)","(870.8, 884.0, 22)","(844.4, 857.6, 576)"
GUJGASLTD,"(812.0, 822.0, 73)","(822.0, 832.0, 83)","(832.0, 842.0, 619)","(842.0, 852.0, 655)","(852.0, 862.0, 638)","(862.0, 872.0, 655)","(872.0, 882.0, 351)","(882.0, 892.0, 205)","(892.0, 902.0, 30)","(902.0, 912.0, 1)","(842.0, 852.0, 655)"
GMDCLTD,"(119.0, 121.8, 68)","(121.8, 124.6, 238)","(124.6, 127.4, 284)","(127.4, 130.2, 610)","(130.2, 133.0, 529)","(133.0, 135.8, 525)","(135.8, 138.6, 761)","(138.6, 141.4, 409)","(141.4, 144.2, 163)","(144.2, 147.0, 91)","(135.8, 138.6, 761)"
GNFC,"(364.0, 378.3, 186)","(378.3, 392.6, 381)","(392.6, 406.9, 575)","(406.9, 421.2, 868)","(421.2, 435.5, 302)","(435.5, 449.8, 175)","(449.8, 464.1, 375)","(464.1, 478.4, 273)","(478.4, 492.7, 412)","(492.7, 507.0, 161)","(406.9, 421.2, 868)"
GPPL,"(128.0, 130.8, 29)","(130.8, 133.6, 373)","(133.6, 136.4, 88)","(136.4, 139.2, 466)","(139.2, 142.0, 854)","(142.0, 144.8, 983)","(144.8, 147.6, 319)","(147.6, 150.4, 430)","(150.4, 153.2, 34)","(153.2, 156.0, 2)","(142.0, 144.8, 983)"
GSFC,"(113.0, 115.5, 51)","(115.5, 118.0, 185)","(118.0, 120.5, 242)","(120.5, 123.0, 444)","(123.0, 125.5, 691)","(125.5, 128.0, 537)","(128.0, 130.5, 318)","(130.5, 133.0, 848)","(133.0, 135.5, 301)","(135.5, 138.0, 89)","(130.5, 133.0, 848)"
GSPL,"(174.0, 177.2, 200)","(177.2, 180.4, 621)","(180.4, 183.6, 613)","(183.6, 186.8, 398)","(186.8, 190.0, 841)","(190.0, 193.2, 436)","(193.2, 196.4, 206)","(196.4, 199.6, 137)","(199.6, 202.8, 214)","(202.8, 206.0, 17)","(186.8, 190.0, 841)"
GULFOILLUB,"(844.0, 859.3, 15)","(859.3, 874.6, 22)","(874.6, 889.9, 190)","(889.9, 905.2, 653)","(905.2, 920.5, 1118)","(920.5, 935.8, 488)","(935.8, 951.1, 275)","(951.1, 966.4, 60)","(966.4, 981.7, 109)","(981.7, 997.0, 21)","(905.2, 920.5, 1118)"
HEG,"(2497.0, 2616.2, 252)","(2616.2, 2735.4, 523)","(2735.4, 2854.6, 839)","(2854.6, 2973.8, 641)","(2973.8, 3093.0, 218)","(3093.0, 3212.2, 635)","(3212.2, 3331.4, 493)","(3331.4, 3450.6, 33)","(3450.6, 3569.8, 51)","(3569.8, 3689.0, 29)","(2735.4, 2854.6, 839)"
HCL-INSYS,"(44.0, 45.8, 55)","(45.8, 47.6, 139)","(47.6, 49.4, 311)","(49.4, 51.2, 376)","(51.2, 53.0, 705)","(53.0, 54.8, 1322)","(54.8, 56.6, 583)","(56.6, 58.4, 131)","(58.4, 60.2, 55)","(60.2, 62.0, 30)","(53.0, 54.8, 1322)"
HCLTECH,"(904.0, 924.4, 196)","(924.4, 944.8, 875)","(944.8, 965.2, 1076)","(965.2, 985.6, 530)","(985.6, 1006.0, 237)","(1006.0, 1026.4, 274)","(1026.4, 1046.8, 33)","(1046.8, 1067.2, 176)","(1067.2, 1087.6, 261)","(1087.6, 1108.0, 57)","(944.8, 965.2, 1076)"
HDFCBANK,"(1831.0, 1854.4, 439)","(1854.4, 1877.8, 577)","(1877.8, 1901.2, 339)","(1901.2, 1924.6, 562)","(1924.6, 1948.0, 846)","(1948.0, 1971.4, 301)","(1971.4, 1994.8, 339)","(1994.8, 2018.2, 58)","(2018.2, 2041.6, 189)","(2041.6, 2065.0, 61)","(1924.6, 1948.0, 846)"
HSIL,"(361.0, 369.2, 66)","(369.2, 377.4, 408)","(377.4, 385.6, 837)","(385.6, 393.8, 411)","(393.8, 402.0, 860)","(402.0, 410.2, 682)","(410.2, 418.4, 181)","(418.4, 426.6, 33)","(426.6, 434.8, 73)","(434.8, 443.0, 46)","(393.8, 402.0, 860)"
HTMEDIA,"(78.0, 79.4, 41)","(79.4, 80.8, 104)","(80.8, 82.2, 96)","(82.2, 83.6, 292)","(83.6, 85.0, 523)","(85.0, 86.4, 557)","(86.4, 87.8, 968)","(87.8, 89.2, 595)","(89.2, 90.6, 370)","(90.6, 92.0, 80)","(86.4, 87.8, 968)"
HATHWAY,"(28.0, 29.5, 64)","(29.5, 31.0, 79)","(31.0, 32.5, 190)","(32.5, 34.0, 710)","(34.0, 35.5, 1115)","(35.5, 37.0, 492)","(37.0, 38.5, 393)","(38.5, 40.0, 392)","(40.0, 41.5, 175)","(41.5, 43.0, 12)","(34.0, 35.5, 1115)"
HATSUN,"(572.0, 597.5, 1)","(597.5, 623.0, 0)","(623.0, 648.5, 0)","(648.5, 674.0, 0)","(674.0, 699.5, 239)","(699.5, 725.0, 800)","(725.0, 750.5, 822)","(750.5, 776.0, 872)","(776.0, 801.5, 338)","(801.5, 827.0, 129)","(750.5, 776.0, 872)"
HAVELLS,"(485.0, 492.6, 173)","(492.6, 500.2, 379)","(500.2, 507.8, 532)","(507.8, 515.4, 211)","(515.4, 523.0, 265)","(523.0, 530.6, 153)","(530.6, 538.2, 253)","(538.2, 545.8, 619)","(545.8, 553.4, 981)","(553.4, 561.0, 141)","(545.8, 553.4, 981)"
HEIDELBERG,"(142.0, 144.0, 123)","(144.0, 146.0, 289)","(146.0, 148.0, 184)","(148.0, 150.0, 449)","(150.0, 152.0, 732)","(152.0, 154.0, 515)","(154.0, 156.0, 858)","(156.0, 158.0, 428)","(158.0, 160.0, 45)","(160.0, 162.0, 3)","(154.0, 156.0, 858)"
HERITGFOOD,"(669.0, 680.8, 72)","(680.8, 692.6, 141)","(692.6, 704.4, 711)","(704.4, 716.2, 847)","(716.2, 728.0, 551)","(728.0, 739.8, 574)","(739.8, 751.6, 209)","(751.6, 763.4, 135)","(763.4, 775.2, 72)","(775.2, 787.0, 21)","(704.4, 716.2, 847)"
HEROMOTOCO,"(3370.0, 3415.3, 112)","(3415.3, 3460.6, 90)","(3460.6, 3505.9, 221)","(3505.9, 3551.2, 268)","(3551.2, 3596.5, 316)","(3596.5, 3641.8, 321)","(3641.8, 3687.1, 880)","(3687.1, 3732.4, 570)","(3732.4, 3777.7, 728)","(3777.7, 3823.0, 207)","(3641.8, 3687.1, 880)"
HEXAWARE,"(345.0, 356.4, 199)","(356.4, 367.8, 236)","(367.8, 379.2, 573)","(379.2, 390.6, 299)","(390.6, 402.0, 290)","(402.0, 413.4, 614)","(413.4, 424.8, 551)","(424.8, 436.2, 588)","(436.2, 447.6, 220)","(447.6, 459.0, 145)","(402.0, 413.4, 614)"
HFCL,"(24.0, 24.6, 0)","(24.6, 25.2, 17)","(25.2, 25.8, 134)","(25.8, 26.4, 263)","(26.4, 27.0, 982)","(27.0, 27.6, 1205)","(27.6, 28.2, 817)","(28.2, 28.8, 216)","(28.8, 29.4, 63)","(29.4, 30.0, 9)","(27.0, 27.6, 1205)"
HSCL,"(120.0, 124.0, 5)","(124.0, 128.0, 18)","(128.0, 132.0, 58)","(132.0, 136.0, 381)","(136.0, 140.0, 221)","(140.0, 144.0, 111)","(144.0, 148.0, 889)","(148.0, 152.0, 1509)","(152.0, 156.0, 341)","(156.0, 160.0, 175)","(148.0, 152.0, 1509)"
HIMATSEIDE,"(324.0, 331.6, 87)","(331.6, 339.2, 377)","(339.2, 346.8, 567)","(346.8, 354.4, 285)","(354.4, 362.0, 255)","(362.0, 369.6, 309)","(369.6, 377.2, 323)","(377.2, 384.8, 249)","(384.8, 392.4, 395)","(392.4, 400.0, 476)","(339.2, 346.8, 567)"
HINDALCO,"(200.0, 206.8, 121)","(206.8, 213.6, 405)","(213.6, 220.4, 467)","(220.4, 227.2, 636)","(227.2, 234.0, 578)","(234.0, 240.8, 872)","(240.8, 247.6, 405)","(247.6, 254.4, 17)","(254.4, 261.2, 168)","(261.2, 268.0, 47)","(234.0, 240.8, 872)"
HCC,"(15.0, 16.9, 332)","(16.9, 18.8, 373)","(18.8, 20.7, 75)","(20.7, 22.6, 24)","(22.6, 24.5, 920)","(24.5, 26.4, 1080)","(26.4, 28.3, 7)","(28.3, 30.2, 30)","(30.2, 32.1, 631)","(32.1, 34.0, 240)","(24.5, 26.4, 1080)"
HINDCOPPER,"(62.0, 64.1, 249)","(64.1, 66.2, 518)","(66.2, 68.3, 510)","(68.3, 70.4, 231)","(70.4, 72.5, 985)","(72.5, 74.6, 645)","(74.6, 76.7, 356)","(76.7, 78.8, 149)","(78.8, 80.9, 44)","(80.9, 83.0, 21)","(70.4, 72.5, 985)"
HINDPETRO,"(290.0, 299.6, 395)","(299.6, 309.2, 720)","(309.2, 318.8, 132)","(318.8, 328.4, 315)","(328.4, 338.0, 367)","(338.0, 347.6, 472)","(347.6, 357.2, 435)","(357.2, 366.8, 509)","(366.8, 376.4, 251)","(376.4, 386.0, 118)","(299.6, 309.2, 720)"
HINDUNILVR,"(1285.0, 1316.2, 861)","(1316.2, 1347.4, 547)","(1347.4, 1378.6, 238)","(1378.6, 1409.8, 354)","(1409.8, 1441.0, 142)","(1441.0, 1472.2, 692)","(1472.2, 1503.4, 586)","(1503.4, 1534.6, 217)","(1534.6, 1565.8, 24)","(1565.8, 1597.0, 50)","(1285.0, 1316.2, 861)"
HINDZINC,"(293.0, 297.4, 182)","(297.4, 301.8, 403)","(301.8, 306.2, 479)","(306.2, 310.6, 527)","(310.6, 315.0, 813)","(315.0, 319.4, 450)","(319.4, 323.8, 515)","(323.8, 328.2, 197)","(328.2, 332.6, 102)","(332.6, 337.0, 44)","(310.6, 315.0, 813)"
HONAUT,"(14800.0, 15264.3, 196)","(15264.3, 15728.6, 196)","(15728.6, 16192.9, 531)","(16192.9, 16657.2, 103)","(16657.2, 17121.5, 108)","(17121.5, 17585.8, 77)","(17585.8, 18050.1, 35)","(18050.1, 18514.4, 559)","(18514.4, 18978.7, 582)","(18978.7, 19443.0, 328)","(18514.4, 18978.7, 582)"
HUDCO,"(54.0, 56.3, 83)","(56.3, 58.6, 167)","(58.6, 60.9, 186)","(60.9, 63.2, 206)","(63.2, 65.5, 271)","(65.5, 67.8, 947)","(67.8, 70.1, 672)","(70.1, 72.4, 1034)","(72.4, 74.7, 86)","(74.7, 77.0, 55)","(70.1, 72.4, 1034)"
HDFC,"(1759.0, 1777.3, 49)","(1777.3, 1795.6, 320)","(1795.6, 1813.9, 232)","(1813.9, 1832.2, 844)","(1832.2, 1850.5, 742)","(1850.5, 1868.8, 333)","(1868.8, 1887.1, 315)","(1887.1, 1905.4, 292)","(1905.4, 1923.7, 362)","(1923.7, 1942.0, 228)","(1813.9, 1832.2, 844)"
HDIL,"(25.0, 27.3, 230)","(27.3, 29.6, 96)","(29.6, 31.9, 374)","(31.9, 34.2, 189)","(34.2, 36.5, 48)","(36.5, 38.8, 174)","(38.8, 41.1, 833)","(41.1, 43.4, 1406)","(43.4, 45.7, 280)","(45.7, 48.0, 79)","(41.1, 43.4, 1406)"
ITC,"(254.0, 257.6, 205)","(257.6, 261.2, 1008)","(261.2, 264.8, 470)","(264.8, 268.4, 367)","(268.4, 272.0, 151)","(272.0, 275.6, 168)","(275.6, 279.2, 379)","(279.2, 282.8, 481)","(282.8, 286.4, 412)","(286.4, 290.0, 75)","(257.6, 261.2, 1008)"
ICICIBANK,"(259.0, 264.9, 100)","(264.9, 270.8, 100)","(270.8, 276.7, 135)","(276.7, 282.6, 694)","(282.6, 288.5, 817)","(288.5, 294.4, 681)","(294.4, 300.3, 405)","(300.3, 306.2, 319)","(306.2, 312.1, 422)","(312.1, 318.0, 49)","(282.6, 288.5, 817)"
ICICIGI,"(709.0, 721.8, 19)","(721.8, 734.6, 329)","(734.6, 747.4, 332)","(747.4, 760.2, 566)","(760.2, 773.0, 762)","(773.0, 785.8, 542)","(785.8, 798.6, 648)","(798.6, 811.4, 317)","(811.4, 824.2, 180)","(824.2, 837.0, 12)","(760.2, 773.0, 762)"
ICICIPRULI,"(370.0, 379.3, 381)","(379.3, 388.6, 993)","(388.6, 397.9, 841)","(397.9, 407.2, 333)","(407.2, 416.5, 0)","(416.5, 425.8, 8)","(425.8, 435.1, 408)","(435.1, 444.4, 288)","(444.4, 453.7, 353)","(453.7, 463.0, 103)","(379.3, 388.6, 993)"
IDBI,"(60.0, 62.9, 140)","(62.9, 65.8, 453)","(65.8, 68.7, 808)","(68.7, 71.6, 661)","(71.6, 74.5, 919)","(74.5, 77.4, 363)","(77.4, 80.3, 174)","(80.3, 83.2, 109)","(83.2, 86.1, 20)","(86.1, 89.0, 69)","(71.6, 74.5, 919)"
IDFCBANK,"(40.0, 41.2, 44)","(41.2, 42.4, 124)","(42.4, 43.6, 75)","(43.6, 44.8, 148)","(44.8, 46.0, 196)","(46.0, 47.2, 177)","(47.2, 48.4, 750)","(48.4, 49.6, 1250)","(49.6, 50.8, 859)","(50.8, 52.0, 85)","(48.4, 49.6, 1250)"
IDFC,"(48.0, 49.3, 289)","(49.3, 50.6, 651)","(50.6, 51.9, 548)","(51.9, 53.2, 924)","(53.2, 54.5, 500)","(54.5, 55.8, 214)","(55.8, 57.1, 433)","(57.1, 58.4, 111)","(58.4, 59.7, 35)","(59.7, 61.0, 2)","(51.9, 53.2, 924)"
IFBIND,"(1129.0, 1158.1, 96)","(1158.1, 1187.2, 162)","(1187.2, 1216.3, 900)","(1216.3, 1245.4, 551)","(1245.4, 1274.5, 88)","(1274.5, 1303.6, 294)","(1303.6, 1332.7, 269)","(1332.7, 1361.8, 455)","(1361.8, 1390.9, 180)","(1390.9, 1420.0, 82)","(1187.2, 1216.3, 900)"
IFCI,"(17.0, 17.6, 0)","(17.6, 18.2, 120)","(18.2, 18.8, 188)","(18.8, 19.4, 106)","(19.4, 20.0, 842)","(20.0, 20.6, 713)","(20.6, 21.2, 1121)","(21.2, 21.8, 372)","(21.8, 22.4, 221)","(22.4, 23.0, 24)","(20.6, 21.2, 1121)"
IIFL,"(691.0, 709.3, 264)","(709.3, 727.6, 682)","(727.6, 745.9, 805)","(745.9, 764.2, 637)","(764.2, 782.5, 453)","(782.5, 800.8, 405)","(800.8, 819.1, 251)","(819.1, 837.4, 79)","(837.4, 855.7, 96)","(855.7, 874.0, 34)","(727.6, 745.9, 805)"
IL%26FSTRANS,"(52.0, 53.9, 117)","(53.9, 55.8, 22)","(55.8, 57.7, 61)","(57.7, 59.6, 122)","(59.6, 61.5, 466)","(61.5, 63.4, 730)","(63.4, 65.3, 830)","(65.3, 67.2, 505)","(67.2, 69.1, 535)","(69.1, 71.0, 174)","(63.4, 65.3, 830)"
IRB,"(211.0, 218.6, 812)","(218.6, 226.2, 466)","(226.2, 233.8, 95)","(233.8, 241.4, 192)","(241.4, 249.0, 219)","(249.0, 256.6, 256)","(256.6, 264.2, 938)","(264.2, 271.8, 477)","(271.8, 279.4, 217)","(279.4, 287.0, 43)","(256.6, 264.2, 938)"
ITDCEM,"(152.0, 155.2, 48)","(155.2, 158.4, 292)","(158.4, 161.6, 610)","(161.6, 164.8, 717)","(164.8, 168.0, 896)","(168.0, 171.2, 701)","(171.2, 174.4, 160)","(174.4, 177.6, 87)","(177.6, 180.8, 17)","(180.8, 184.0, 65)","(164.8, 168.0, 896)"
ITI,"(105.0, 108.3, 134)","(108.3, 111.6, 225)","(111.6, 114.9, 1191)","(114.9, 118.2, 476)","(118.2, 121.5, 205)","(121.5, 124.8, 466)","(124.8, 128.1, 798)","(128.1, 131.4, 188)","(131.4, 134.7, 18)","(134.7, 138.0, 2)","(111.6, 114.9, 1191)"
IDEA,"(50.0, 53.4, 270)","(53.4, 56.8, 58)","(56.8, 60.2, 70)","(60.2, 63.6, 286)","(63.6, 67.0, 104)","(67.0, 70.4, 288)","(70.4, 73.8, 707)","(73.8, 77.2, 717)","(77.2, 80.6, 862)","(80.6, 84.0, 348)","(77.2, 80.6, 862)"
INDIACEM,"(131.0, 133.6, 72)","(133.6, 136.2, 276)","(136.2, 138.8, 375)","(138.8, 141.4, 200)","(141.4, 144.0, 384)","(144.0, 146.6, 551)","(146.6, 149.2, 506)","(149.2, 151.8, 726)","(151.8, 154.4, 544)","(154.4, 157.0, 75)","(149.2, 151.8, 726)"
ITDC,"(374.0, 389.2, 194)","(389.2, 404.4, 150)","(404.4, 419.6, 142)","(419.6, 434.8, 135)","(434.8, 450.0, 251)","(450.0, 465.2, 1046)","(465.2, 480.4, 650)","(480.4, 495.6, 604)","(495.6, 510.8, 140)","(510.8, 526.0, 33)","(450.0, 465.2, 1046)"
IBULHSGFIN,"(1180.0, 1200.7, 335)","(1200.7, 1221.4, 624)","(1221.4, 1242.1, 687)","(1242.1, 1262.8, 322)","(1262.8, 1283.5, 189)","(1283.5, 1304.2, 127)","(1304.2, 1324.9, 465)","(1324.9, 1345.6, 359)","(1345.6, 1366.3, 365)","(1366.3, 1387.0, 239)","(1221.4, 1242.1, 687)"
IBREALEST,"(175.0, 179.9, 188)","(179.9, 184.8, 244)","(184.8, 189.7, 363)","(189.7, 194.6, 411)","(194.6, 199.5, 671)","(199.5, 204.4, 702)","(204.4, 209.3, 669)","(209.3, 214.2, 360)","(214.2, 219.1, 72)","(219.1, 224.0, 33)","(199.5, 204.4, 702)"
IBVENTURES,"(239.0, 269.5, 1365)","(269.5, 300.0, 636)","(300.0, 330.5, 27)","(330.5, 361.0, 22)","(361.0, 391.5, 344)","(391.5, 422.0, 103)","(422.0, 452.5, 142)","(452.5, 483.0, 427)","(483.0, 513.5, 425)","(513.5, 544.0, 215)","(239.0, 269.5, 1365)"
INDIANB,"(271.0, 278.8, 150)","(278.8, 286.6, 249)","(286.6, 294.4, 251)","(294.4, 302.2, 431)","(302.2, 310.0, 960)","(310.0, 317.8, 702)","(317.8, 325.6, 770)","(325.6, 333.4, 20)","(333.4, 341.2, 89)","(341.2, 349.0, 84)","(302.2, 310.0, 960)"
IEX,"(1407.0, 1434.1, 171)","(1434.1, 1461.2, 462)","(1461.2, 1488.3, 341)","(1488.3, 1515.4, 103)","(1515.4, 1542.5, 80)","(1542.5, 1569.6, 115)","(1569.6, 1596.7, 447)","(1596.7, 1623.8, 637)","(1623.8, 1650.9, 895)","(1650.9, 1678.0, 256)","(1623.8, 1650.9, 895)"
INDHOTEL,"(125.0, 128.1, 207)","(128.1, 131.2, 683)","(131.2, 134.3, 345)","(134.3, 137.4, 599)","(137.4, 140.5, 576)","(140.5, 143.6, 206)","(143.6, 146.7, 457)","(146.7, 149.8, 346)","(149.8, 152.9, 230)","(152.9, 156.0, 59)","(128.1, 131.2, 683)"
IOC,"(157.0, 162.0, 583)","(162.0, 167.0, 967)","(167.0, 172.0, 671)","(172.0, 177.0, 572)","(177.0, 182.0, 243)","(182.0, 187.0, 50)","(187.0, 192.0, 253)","(192.0, 197.0, 216)","(197.0, 202.0, 60)","(202.0, 207.0, 101)","(162.0, 167.0, 967)"
IOB,"(16.0, 16.4, 45)","(16.4, 16.8, 62)","(16.8, 17.2, 95)","(17.2, 17.6, 128)","(17.6, 18.0, 1079)","(18.0, 18.4, 1922)","(18.4, 18.8, 244)","(18.8, 19.2, 42)","(19.2, 19.6, 79)","(19.6, 20.0, 0)","(18.0, 18.4, 1922)"
ICIL,"(78.0, 80.5, 174)","(80.5, 83.0, 187)","(83.0, 85.5, 398)","(85.5, 88.0, 295)","(88.0, 90.5, 152)","(90.5, 93.0, 605)","(93.0, 95.5, 902)","(95.5, 98.0, 618)","(98.0, 100.5, 310)","(100.5, 103.0, 59)","(93.0, 95.5, 902)"
INDOCO,"(182.0, 190.2, 257)","(190.2, 198.4, 356)","(198.4, 206.6, 243)","(206.6, 214.8, 108)","(214.8, 223.0, 776)","(223.0, 231.2, 298)","(231.2, 239.4, 154)","(239.4, 247.6, 263)","(247.6, 255.8, 434)","(255.8, 264.0, 187)","(214.8, 223.0, 776)"
IGL,"(258.0, 263.9, 123)","(263.9, 269.8, 306)","(269.8, 275.7, 380)","(275.7, 281.6, 356)","(281.6, 287.5, 288)","(287.5, 293.4, 658)","(293.4, 299.3, 905)","(299.3, 305.2, 454)","(305.2, 311.1, 94)","(311.1, 317.0, 144)","(293.4, 299.3, 905)"
INDUSINDBK,"(1688.0, 1714.4, 255)","(1714.4, 1740.8, 541)","(1740.8, 1767.2, 343)","(1767.2, 1793.6, 82)","(1793.6, 1820.0, 293)","(1820.0, 1846.4, 279)","(1846.4, 1872.8, 992)","(1872.8, 1899.2, 627)","(1899.2, 1925.6, 188)","(1925.6, 1952.0, 118)","(1846.4, 1872.8, 992)"
INFIBEAM,"(147.0, 149.8, 251)","(149.8, 152.6, 792)","(152.6, 155.4, 254)","(155.4, 158.2, 83)","(158.2, 161.0, 98)","(161.0, 163.8, 183)","(163.8, 166.6, 350)","(166.6, 169.4, 947)","(169.4, 172.2, 681)","(172.2, 175.0, 68)","(166.6, 169.4, 947)"
NAUKRI,"(1162.0, 1176.3, 70)","(1176.3, 1190.6, 231)","(1190.6, 1204.9, 334)","(1204.9, 1219.2, 743)","(1219.2, 1233.5, 888)","(1233.5, 1247.8, 517)","(1247.8, 1262.1, 268)","(1262.1, 1276.4, 288)","(1276.4, 1290.7, 109)","(1290.7, 1305.0, 20)","(1219.2, 1233.5, 888)"
INFY,"(1109.0, 1119.6, 136)","(1119.6, 1130.2, 297)","(1130.2, 1140.8, 444)","(1140.8, 1151.4, 203)","(1151.4, 1162.0, 496)","(1162.0, 1172.6, 703)","(1172.6, 1183.2, 721)","(1183.2, 1193.8, 407)","(1193.8, 1204.4, 291)","(1204.4, 1215.0, 17)","(1172.6, 1183.2, 721)"
INOXLEISUR,"(255.0, 260.0, 413)","(260.0, 265.0, 771)","(265.0, 270.0, 1099)","(270.0, 275.0, 605)","(275.0, 280.0, 163)","(280.0, 285.0, 152)","(285.0, 290.0, 202)","(290.0, 295.0, 93)","(295.0, 300.0, 19)","(300.0, 305.0, 51)","(265.0, 270.0, 1099)"
INOXWIND,"(97.0, 100.5, 178)","(100.5, 104.0, 206)","(104.0, 107.5, 403)","(107.5, 111.0, 574)","(111.0, 114.5, 346)","(114.5, 118.0, 1196)","(118.0, 121.5, 224)","(121.5, 125.0, 307)","(125.0, 128.5, 127)","(128.5, 132.0, 11)","(114.5, 118.0, 1196)"
INTELLECT,"(158.0, 164.1, 196)","(164.1, 170.2, 413)","(170.2, 176.3, 842)","(176.3, 182.4, 604)","(182.4, 188.5, 261)","(188.5, 194.6, 432)","(194.6, 200.7, 279)","(200.7, 206.8, 165)","(206.8, 212.9, 345)","(212.9, 219.0, 149)","(170.2, 176.3, 842)"
INDIGO,"(1143.0, 1180.7, 378)","(1180.7, 1218.4, 395)","(1218.4, 1256.1, 316)","(1256.1, 1293.8, 675)","(1293.8, 1331.5, 352)","(1331.5, 1369.2, 131)","(1369.2, 1406.9, 115)","(1406.9, 1444.6, 171)","(1444.6, 1482.3, 649)","(1482.3, 1520.0, 526)","(1256.1, 1293.8, 675)"
IPCALAB,"(635.0, 647.2, 22)","(647.2, 659.4, 132)","(659.4, 671.6, 805)","(671.6, 683.8, 745)","(683.8, 696.0, 176)","(696.0, 708.2, 383)","(708.2, 720.4, 541)","(720.4, 732.6, 561)","(732.6, 744.8, 250)","(744.8, 757.0, 64)","(659.4, 671.6, 805)"
